FID,id,rbd,nombre,letra,numero,direcc_cal,direcc_num,of_piso,direccion,comuna,telefono,dependenci,precio,predio_m2,edificacio,directivos,profesores,administra,tecnicos,auxiliares,personal_t,pasetotal,paselibre,furgontota,furgonacre,sitios,matriculaj,almuerzoju,rinden_sim,rinden_paa,menosde5,de6a13,de14a17,masde18,fuente,prebasica,basica,media,superior,otra,privado,bespecial,bprebasica,bbasica,bh_c,bcomercial,bindustria,btecnica,bcft,bip,bu,badulto,botra,rbd_d,localidad,clase,coord_x,coord_y,provincial,nombre_2,layer,tipo,dependen_1
2005,2673,10867 7,ESCUELA,G,137,QUELENTARO ALTO,0,1,QUELENTARO ALTO,SAN PEDRO,0,1,0,2620,2.63,1,1,0,0,1,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10867 7,,BASICA,262277.13835,6235201.00674,PROVINCIAL TALAGANTE,ESCUELA,BASICA,ED BASICA,Estatales
2006,2674,10855 3,ESCUELA,G,125,SAN VICENTE,0,1,SAN VICENTE,SAN PEDRO,0,1,0,1190,1.82,0,1,1,0,1,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10855 3,,BASICA,279549.03527,6229525.26287,PROVINCIAL TALAGANTE,ESCUELA,BASICA,ED BASICA,Estatales
2007,2675,24652 2,ESCUELA AGROECOLOGICA DE PIRQUE,,,VIRGINIA SUBERCASEAUX,2400,1,2400 VIRGINIA SUBERCASEAUX,PIRQUE,8548234,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24652 2,,MEDIA,351761.55863,6276034.41605,PROVINCIAL CORDILLERA,ESCUELA AGROECOLOGICA DE PIRQUE,MEDIA,ED MEDIA,Particulares Subvencionados
2008,2676,10516 3,LICEO MUNICIPALIZADO EL LLANO,,,CAMINO AL LLANO,0,1,CAMINO AL LLANO,PIRQUE,8530032,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,10516 3,,BASICA,354012.24048,6276830.81117,PROVINCIAL CORDILLERA,LICEO MUNICIPALIZADO EL LLANO,BASICA,ED BASICA,Estatales
2009,2677,10517 1,SANTA RITA,F,642,CAMINO SANTA RITA,0,1,CAMINO SANTA RITA,PIRQUE,8546285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10517 1,,BASICA,358028.84193,6273264.34608,PROVINCIAL CORDILLERA,SANTA RITA,BASICA,ED BASICA,Estatales
2010,2678,10519 8,LO ARCAYA,G,646,CAMINO PUBLICO,0,1,CAMINO PUBLICO,PIRQUE,8547039,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10519 8,,BASICA,353769.85936,6270979.03836,PROVINCIAL CORDILLERA,LO ARCAYA,BASICA,ED BASICA,Estatales
2011,2679,10520 1,EL PRINCIPAL,F,647,FUNDO EL PRINCIPAL,0,1,FUNDO EL PRINCIPAL,PIRQUE,8547034,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10520 1,,BASICA,356574.5552,6267551.07677,PROVINCIAL CORDILLERA,EL PRINCIPAL,BASICA,ED BASICA,Estatales
2012,2680,10522 8,SAN JUAN DE PIRQUE,G,643,CAMINO SAN JUAN,0,1,CAMINO SAN JUAN,PIRQUE,8546243,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10522 8,,BASICA,362253.19864,6280431.90213,PROVINCIAL CORDILLERA,SAN JUAN DE PIRQUE,BASICA,ED BASICA,Estatales
2013,2681,10525 2,AGRICOLA DOLORES VALDES DE C.,,,ALCALDE HERNAN PRIETO,3101,1,3101 ALCALDE HERNAN PRIETO,PIRQUE,8548025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10525 2,,MEDIA,353012.05882,6273137.62763,PROVINCIAL CORDILLERA,AGRICOLA DOLORES VALDES DE C.,MEDIA,ED MEDIA,Estatales
2014,2682,10765 4,ESCUELA BASICA,G,673,FUNDO PELVIN,0,1,FUNDO PELVIN,PENAFLOR,8120362,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10765 4,,BASICA,322645.41059,6280110.05509,PROVINCIAL TALAGANTE,ESCUELA BASICA,BASICA,ED BASICA,Estatales
2015,2683,10766 2,ESCUELA,G,679,BERLIN,0,1,BERLIN,PENAFLOR,8125749,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10766 2,,BASICA,324845.79919,6277529.90399,PROVINCIAL TALAGANTE,ESCUELA,BASICA,ED BASICA,Estatales
2016,2684,10683 6,ESCUELA AGRICOLA PRINCESA PADA DE BELGICA,,,KENNEDY KM 53,0,1,KENNEDY KM 53,PAINE,8242451,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10683 6,,MEDIA,339804.93645,6248989.41505,PROVINCIAL SUR,ESCUELA AGRICOLA PRINCESA PADA DE BELGICA,MEDIA,ED MEDIA,Particulares Subvencionados
2017,2685,10684 4,ESCUELA ESPECIAL LAS CAMELIAS,,59,LAS CAMELIAS,0,1,LAS CAMELIAS,PAINE,8251917,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10684 4,,DIFERENCIAL,336668.47744,6253325.92842,PROVINCIAL SUR,ESCUELA ESPECIAL LAS CAMELIAS,DIFERENCIAL,ED DIFERENCIAL,Particulares Subvencionados
2018,2686,24430 9,CENTRO CAPACITACION LABORAL DE PAINE,,77,BENITO DEL VILLAR,957,1,957 BENITO DEL VILLAR,PAINE,8241346,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24430 9,,MEDIA,340528.7678,6257378.3791,PROVINCIAL SUR,CENTRO CAPACITACION LABORAL DE PAINE,MEDIA,ED MEDIA,Particulares Subvencionados
2019,2687,10676 3,ESCUELA FRANCISCO LETELIER V.,G,830,CAMINO PUBLICO RANGUE,0,1,CAMINO PUBLICO RANGUE,PAINE,8250767,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10676 3,,BASICA,318855.50729,6253304.00941,PROVINCIAL SUR,ESCUELA FRANCISCO LETELIER V.,BASICA,ED BASICA,Estatales
2020,2688,10671 2,ESCUELA PINTUE,F,828,CAMINO PUBLICO PINTUE,0,1,CAMINO PUBLICO PINTUE,PAINE,8243671,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10671 2,,BASICA,325960.24754,6249878.73951,PROVINCIAL SUR,ESCUELA PINTUE,BASICA,ED BASICA,Estatales
2021,2689,10670 4,ESCUELA RAUL SANCHEZ CERDA,F,826,CAMINO LAGUNA ACULEO ABRANTES,0,1,CAMINO LAGUNA ACULEO ABRANTES,PAINE,8242185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10670 4,,BASICA,327165.47177,6250782.65768,PROVINCIAL SUR,ESCUELA RAUL SANCHEZ CERDA,BASICA,ED BASICA,Estatales
2022,2690,10673 9,ESCUELA RICARDO SANCHEZ CERDA,F,835,CAMINO LAGUNA ACULEO KM 7,0,1,CAMINO LAGUNA ACULEO KM 7,PAINE,8249717,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10673 9,,BASICA,330479.8384,6254127.15492,PROVINCIAL SUR,ESCUELA RICARDO SANCHEZ CERDA,BASICA,ED BASICA,Estatales
2023,2691,10668 2,ESCUELA ELIAS SANCHEZ ORTUZAR,F,820,DARIO PAVEZ,0,1,DARIO PAVEZ,PAINE,8241957,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10668 2,,BASICA,336499.93343,6252307.26634,PROVINCIAL SUR,ESCUELA ELIAS SANCHEZ ORTUZAR,BASICA,ED BASICA,Estatales
2024,2692,10666 6,ESCUELA GREGORIO MORALES M,E,823,DIEGO PORTALES,0,1,DIEGO PORTALES,PAINE,8251911,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10666 6,,BASICA,338368.03099,6250523.53447,PROVINCIAL SUR,ESCUELA GREGORIO MORALES M,BASICA,ED BASICA,Estatales
2025,2693,10679 8,ESCUELA AGUILA SUR,G,832,CAMINO VECINAL AGUILA SUR,0,1,CAMINO VECINAL AGUILA SUR,PAINE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10679 8,,BASICA,337789.52336,6246956.07075,PROVINCIAL SUR,ESCUELA AGUILA SUR,BASICA,ED BASICA,Estatales
2026,2694,10672 0,ESCUELA HOSPITAL,F,829,CAMINO CHADA,0,1,CAMINO CHADA,PAINE,8241840,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10672 0,,BASICA,341121.96835,6250949.88255,PROVINCIAL SUR,ESCUELA HOSPITAL,BASICA,ED BASICA,Estatales
2027,2695,10674 7,ESCUELA,G,825,CAMINO HOSPITAL,0,1,CAMINO HOSPITAL,PAINE,8219121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10674 7,,BASICA,346093.5183,6250723.903,PROVINCIAL SUR,ESCUELA,BASICA,ED BASICA,Estatales
2028,2696,10677 1,ESCUELA CHADA,G,831,CAMINO PUBLICO CHADA,0,1,CAMINO PUBLICO CHADA,PAINE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10677 1,,BASICA,346771.45693,6247371.87311,PROVINCIAL SUR,ESCUELA CHADA,BASICA,ED BASICA,Estatales
2029,2697,10667 4,ESCUELA HUELQUEN,E,824,RECINTO MUNICIPAL,0,1,RECINTO MUNICIPAL,PAINE,8243821,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10667 4,,BASICA,350835.80343,6253438.82813,PROVINCIAL SUR,ESCUELA HUELQUEN,BASICA,ED BASICA,Estatales
2030,2698,10675 5,ESCUELA LAS COLONIAS,G,827,PEDRO AGUIRRE CERDA KM 7,31,1,31 PEDRO AGUIRRE CERDA KM 7,PAINE,8243464,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10675 5,,BASICA,336615.12014,6255566.84273,PROVINCIAL SUR,ESCUELA LAS COLONIAS,BASICA,ED BASICA,Estatales
2031,2699,10682 8,ESCUELA,G,834,CAMINO PARTICULAR NUEVO HORIZONTE,0,1,CAMINO PARTICULAR NUEVO HORIZONTE,PAINE,8249672,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10682 8,,BASICA,339962.11781,6255788.75325,PROVINCIAL SUR,ESCUELA,BASICA,ED BASICA,Estatales
2032,2700,10680 1,ESCUELA HUGO PINO VALDES,G,833,CAMINO VECINAL EL TRANSITO,0,1,CAMINO VECINAL EL TRANSITO,PAINE,8216401,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10680 1,,BASICA,347393.99914,6261613.90256,PROVINCIAL SUR,ESCUELA HUGO PINO VALDES,BASICA,ED BASICA,Estatales
2033,2701,10669 0,ESCUELA BARBARA KAST RIST,F,821,CAMINO PUBLICO PALNE HUELQUEN,0,1,CAMINO PUBLICO PALNE HUELQUEN,PAINE,8249368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10669 0,,BASICA,343137.82554,6258617.39126,PROVINCIAL SUR,ESCUELA BARBARA KAST RIST,BASICA,ED BASICA,Estatales
2034,2702,10796 4,ESC. PATRICIO LARRAIN GANDARILLAS,F,701,CAMINO A MATTARAICO,0,1,CAMINO A MATTARAUCO,MELIPILLA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10796 4,,BASICA,315431.53421,6282436.02179,PROVINCIAL TALAGANTE,ESC. PATRICIO LARRAIN GANDARILLAS,BASICA,ED BASICA,Estatales
2035,2703,10810 3,LIDIA MATTE HURTADO,G,707,CAMINO MILLARAUCO SANTA VICTORIA,0,1,CAMINO A MILLARAUCO SANTA VICTORIA,MELIPILLA,2358162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10810 3,,BASICA,309192.08739,6282490.04297,PROVINCIAL TALAGANTE,LIDIA MATTE HURTADO,BASICA,ED BASICA,Estatales
2036,2704,10799 9,RAMON NOGUERA PRIETO,F,726,CAMINO MATTARAUCO,0,1,CAMINO A MATTARAUCO,MELIPILLA,8324962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10799 9,,BASICA,301953.24866,6283840.57259,PROVINCIAL TALAGANTE,RAMON NOGUERA PRIETO,BASICA,ED BASICA,Estatales
2037,2705,10792 1,LICEO ELBOLLENAR,E,699,BOLLENER,300,1,300 BOLLENER,MELIPILLA,8324860,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10792 1,,BASICA,294724.81889,6283568.55616,PROVINCIAL TALAGANTE,LICEO ELBOLLENAR,BASICA,ED BASICA,Estatales
2038,2706,10786 7,ESCUELA SAN JOSE DE LA VILLA,F,696,CAMINO A VALPARAISO KM 10,0,1,CAMINO A VALPARAISO KM 10,MELIPILLA,8311426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10786 7,,BASICA,294137.37145,6281202.88943,PROVINCIAL TALAGANTE,ESCUELA SAN JOSE DE LA VILLA,BASICA,ED BASICA,Estatales
2039,2707,10811 1,ESCUELA EL TRANSITO,G,709,EL TRANSITO,0,1,EL TRANSITO,MELIPILLA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10811 1,,BASICA,297894.15754,6275276.00421,PROVINCIAL TALAGANTE,ESCUELA EL TRANSITO,BASICA,ED BASICA,Estatales
2040,2708,10794 8,ESCUELA SANTA ROSA ESMERALDA,F,690,SANTA ROSAICAM,0,1,SANTA ROSAICAM,MELIPILLA,8311122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10794 8,,BASICA,289995.44452,6272847.4046,PROVINCIAL TALAGANTE,ESCUELA SANTA ROSA ESMERALDA,BASICA,ED BASICA,Estatales
2041,2709,10805 7,ESCUELA PUANGUE,G,697,CAMINO A SAN ANTONIO Y PUANGUE,0,1,CAMINO A SAN ANTONIO Y PUANGUE,MELIPILLA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10805 7,,BASICA,284708.75891,6272389.9913,PROVINCIAL TALAGANTE,ESCUELA PUANGUE,BASICA,ED BASICA,Estatales
2042,2710,10801 4,ESCUELA G 467,G,467,CAMINO CUNCUMEN KM 2,0,1,CAMINO A CUNCUMEN KM 2,MELIPILLA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10801 4,,BASICA,281644.28445,6271560.02947,PROVINCIAL TALAGANTE,ESCUELA G 467,BASICA,ED BASICA,Estatales
2043,2711,10818 9,ESCUELA HUECHUN,G,716,HUECHUN BAJO KM 12,0,1,HUECHUN BAJO KM 12,MELIPILLA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10818 9,,BASICA,287326.33086,6268144.4173,PROVINCIAL TALAGANTE,ESCUELA HUECHUN,BASICA,ED BASICA,Estatales
2044,2712,10797 2,COLEGIO PEDRO MARIN ALEMANY,F,708,FUNDO SAN MANUEL,0,1,FUNDO SAN MANUEL,MELIPILLA,8311635,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10797 2,,BASICA,289851.95566,6261684.96957,PROVINCIAL TALAGANTE,COLEGIO PEDRO MARIN ALEMANY,BASICA,ED BASICA,Estatales
2045,2713,10795 6,CLAUDIO ARRAU,F,698,CAMINO PUBLICO CODIGUA,0,1,CAMINO PUBLICO CODIGUA,MELIPILLA,8313703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10795 6,,BASICA,287768.91928,6261495.60263,PROVINCIAL TALAGANTE,CLAUDIO ARRAU,BASICA,ED BASICA,Estatales
2046,2714,10816 2,ESCUELA ULMEN,G,714,CAMINO RAPEL KM 22,0,1,CAMINO A RAPEL KM 22,MELIPILLA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10816 2,,BASICA,279428.96071,6251368.97357,PROVINCIAL TALAGANTE,ESCUELA ULMEN,BASICA,ED BASICA,Estatales
2047,2715,10822 7,ESCUELA RURAL FUTURO,G,721,ASENTAMIENTO LOS GINDOS,0,1,ASENTAMIENTO LOS GINDOS,MELIPILLA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10822 7,,BASICA,292645.44914,6248401.87166,PROVINCIAL TALAGANTE,ESCUELA RURAL FUTURO,BASICA,ED BASICA,Estatales
2048,2716,10820 0,TANTEHUE,G,719,CAMINO ALHUE,0,1,CAMINO A ALHUE,MELIPILLA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10820 0,,BASICA,296161.31792,6251980.24477,PROVINCIAL TALAGANTE,TANTEHUE,BASICA,ED BASICA,Estatales
2049,2717,10800 6,ESCUELA CHOLQUI,F,728,CAMINO A CHOLQUI KM 16,0,1,CAMINO A CHOLQUI KM 16,MELIPILLA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10800 6,,BASICA,302895.36534,6259682.44725,PROVINCIAL TALAGANTE,ESCUELA CHOLQUI,BASICA,ED BASICA,Estatales
2050,2718,10825 1,PADRE ALBERTO HURTADO CRUCHAGA,G,727,LA VILUMA KM 20,0,1,LA VILUMA KM 20,MELIPILLA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10825 1,,BASICA,306439.04325,6260901.62581,PROVINCIAL TALAGANTE,PADRE ALBERTO HURTADO CRUCHAGA,BASICA,ED BASICA,Estatales
2051,2719,10798 0,CARMEN BAJO,F,712,CAMINO A LA VILUMA,0,1,CAMINO A LA VILUMA,MELIPILLA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10798 0,,BASICA,299361.48296,6264336.04542,PROVINCIAL TALAGANTE,CARMEN BAJO,BASICA,ED BASICA,Estatales
2052,2720,10827 8,ESCUELA BASICA EL PABELLON,G,729,CAMINO A CHOLQUI,0,1,CAMINO A CHOLQUI,MELIPILLA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10827 8,,BASICA,297137.68102,6263998.02752,PROVINCIAL TALAGANTE,ESCUELA BASICA EL PABELLON,BASICA,ED BASICA,Estatales
2053,2721,10803 0,,G,693,POPETA,0,1,POPETA,MELIPILLA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10803 0,,MEDIA,290016.11168,6255431.69885,PROVINCIAL TALAGANTE,,MEDIA,ED MEDIA,Estatales
2054,2722,10833 2,LICEO MENESIANA,,,CULIPRAN EL DIBUJO,0,1,CULIPRAN EL DIBUJO,MELIPILLA,8312493,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10833 2,,MEDIA,293011.71647,6258058.42395,PROVINCIAL TALAGANTE,LICEO MENESIANA,MEDIA,ED MEDIA,Particulares Subvencionados
2055,2725,24963 7,ESCUELA BASICA SANTA MARIA,,,DOMINGO STA MARIA,428,1,428 DOMINGO STA MARIA,EL MONTE,8181427,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,24963 7,,BASICA,315295.21094,6272288.23427,PROVINCIAL TALAGANTE,ESCUELA BASICA SANTA MARIA,BASICA,ED BASICA,Particulares Subvencionados
2056,2726,10741 7,ESCUELA G 746,G,746,CAMINO LA PUNTILLA (KM 5),0,1,CAMINO LA PUNTILLA (KM 5),EL MONTE,8182342,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10741 7,,BASICA,315187.19222,6274616.03232,PROVINCIAL TALAGANTE,ESCUELA G 746,BASICA,ED BASICA,Particulares Subvencionados
2057,2727,10737 9,ESCUELA EL PAICO,E,741,LOS LIBERTADORES,1793,1,1793 LOS LIBERTADORES,EL MONTE,8182913,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10737 9,,BASICA,310836.87426,6270552.50774,PROVINCIAL TALAGANTE,ESCUELA EL PAICO,BASICA,ED BASICA,Particulares Subvencionados
2058,2728,10738 7,REPUBLICA DE HONDURAS,F,742,LOS LIBERTADORES,1340,1,1340 LOS LIBERTADORES,EL MONTE,8181855,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10738 7,,BASICA,312000.70744,6270723.88736,PROVINCIAL TALAGANTE,REPUBLICA DE HONDURAS,BASICA,ED BASICA,Particulares Subvencionados
2059,2729,10686 0,LICEO POETISA GABRIELA MISTRAL,,,CAP IGNACIO CARRERA PINTO,7,1,7 CAP IGNACIO CARRERA PINTO,CALERA DE TANGO,8584889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,10686 0,,BASICA,336433.46469,6277551.64846,PROVINCIAL SUR,LICEO POETISA GABRIELA MISTRAL,BASICA,ED BASICA,Estatales
2060,2730,10687 9,ESCUELA CALERA DE TANGO,F,798,CAMINO LONQUEN SUR,18,1,18 CAMINO LONQUEN SUR (PARCELA 22),CALERA DE TANGO,8585510,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10687 9,,BASICA,331940.10832,6276627.32924,PROVINCIAL SUR,ESCUELA CALERA DE TANGO,BASICA,ED BASICA,Estatales
2061,2731,10688 7,COLEGIO LONQUEN,F,800,CAMINO  LONQUEN NORTE,5,1,5 CAMINO  LONQUEN NORTE,CALERA DE TANGO,8555023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10688 7,,BASICA,334012.49131,6279978.24008,PROVINCIAL SUR,COLEGIO LONQUEN,BASICA,ED BASICA,Particulares Subvencionados
2062,2733,10878 2,ESCUELA BARRANCAS DE PICHY,G,122,BARRANCAS DE PICHY,0,1,BARRANCAS DE PICHY,ALHUE,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10878 2,,BASICA,309535.96886,6237900.64048,PROVINCIAL TALAGANTE,ESCUELA BARRANCAS DE PICHY,BASICA,ED BASICA,Particulares Subvencionados
