FID,codest,nomeste,codreg,nomreg,codss,nomss,codcom,nomcom,pertenen,tipoest,certifi,depend,nivel,viaacceso,direcc,longitud,latitud,cod_nuevo
2114,17-426,PSR-Tres Esquinas (Bulnes),8,Del Bíobío,17,Servicio de Salud Ñuble,8402,Bulnes,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea Tres Esquinas S/N Bulnes,-72.211268523,-36.7879182019,117426
2115,17-427,PSR-Nueva Aldea,8,Del Bíobío,17,Servicio de Salud Ñuble,8415,Ránquil,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío Nueva Aldea S/N Ránquil,-72.458664573,-36.6544405019,117427
2116,17-430,PSR-Cartago,8,Del Bíobío,17,Servicio de Salud Ñuble,8410,Pemuco,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Cartago S/N Pemuco,-71.854853409,-37.0212084529,117430
2117,17-431,PSR-Gral. Cruz,8,Del Bíobío,17,Servicio de Salud Ñuble,8410,Pemuco,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea General Cruz S/N Pemuco,-72.351969125,-36.9380197739,117431
2118,17-433,PSR-El Sauce (Ninhue),8,Del Bíobío,17,Servicio de Salud Ñuble,8408,Ninhue,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector El Sauce S/N Ninhue,-72.388746162,-36.4692277189,117433
2119,17-434,PSR-Los Remates,8,Del Bíobío,17,Servicio de Salud Ñuble,8414,Quirihue,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Los Remates S/N Quirihue,-72.495083971,-36.2132071199,117434
2120,17-435,PSR-Trehualemu,8,Del Bíobío,17,Servicio de Salud Ñuble,8407,El Carmen,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Trehualemu S/N El Carmen,-71.868735812,-36.9321368219,117435
2121,17-436,PSR-Pedregal de Zapallar,8,Del Bíobío,17,Servicio de Salud Ñuble,8407,El Carmen,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío de Zapallar - Pedregal S/N El Carmen,-71.800110439,-36.8425086589,117436
2122,17-437,PSR-San Vicente (El Carmen),8,Del Bíobío,17,Servicio de Salud Ñuble,8407,El Carmen,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector San Vicente S/N El Carmen,-71.802134186,-36.8590593269,117437
2123,17-438,PSR-Huemul,8,Del Bíobío,17,Servicio de Salud Ñuble,8407,El Carmen,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Huemul S/N El Carmen,-71.815347943,-36.8969691229,117438
2124,17-439,PSR-Ranguelmo,8,Del Bíobío,17,Servicio de Salud Ñuble,8404,Coelemu,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea de Ranguelmo S/N Coelemu,-72.763130247,-36.5800701239,117439
2125,17-442,PSR-Guarilihue,8,Del Bíobío,17,Servicio de Salud Ñuble,8404,Coelemu,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea de Guarilihue Bajo S/N Coelemu,-72.694585606,-36.5747844049,117442
2126,17-443,PSR-Boca Itata,8,Del Bíobío,17,Servicio de Salud Ñuble,8420,Treguaco,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Boca Itata S/N Treguaco,-72.825458438,-36.3801848749,117443
2127,17-444,PSR-Denecan,8,Del Bíobío,17,Servicio de Salud Ñuble,8420,Treguaco,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío Denecan S/N Treguaco,-72.663012851,-36.4964404879,117444
2128,17-445,PSR-Vegas de Itata,8,Del Bíobío,17,Servicio de Salud Ñuble,8404,Coelemu,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea de Vegas de Itata S/N Coelemu,-72.850024022,-36.4009038939,117445
2129,17-446,PSR-Minas de Leuque,8,Del Bíobío,17,Servicio de Salud Ñuble,8420,Treguaco,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Minas de Leuque S/N Treguaco,-72.594361869,-36.4695505619,117446
2130,17-447,PSR-Cucha Cox,8,Del Bíobío,17,Servicio de Salud Ñuble,8412,Portezuelo,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Cucha Cox S/N Portezuelo,-72.39070481,-36.6003016879,117447
2131,17-448,PSR-Liucura Alto,8,Del Bíobío,17,Servicio de Salud Ñuble,8413,Quillón,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Liucura Alto S/N Quillón,-72.429226499,-36.8932761169,117448
2132,17-449,PSR-Juan Enrique Mora,8,Del Bíobío,17,Servicio de Salud Ñuble,8413,Quillón,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea Coyanco S/N Quillón,-72.520452674,-36.7460941249,117449
2133,17-451,PSR-Buchupureo,8,Del Bíobío,17,Servicio de Salud Ñuble,8403,Cobquecura,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea de Buchupureo S/N Cobquecura,-72.779408485,-36.0750498499,117451
2134,17-452,PSR-Colmuyao,8,Del Bíobío,17,Servicio de Salud Ñuble,8403,Cobquecura,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío de Colmuyao S/N Cobquecura,-72.800315564,-36.2719386959,117452
2135,17-454,PSR-El Calvario,8,Del Bíobío,17,Servicio de Salud Ñuble,8418,San Ignacio,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío El Calvario S/N San Ignacio,-71.901222129,-36.8464077279,117454
2136,17-457,PSR-Capilla Norte,8,Del Bíobío,17,Servicio de Salud Ñuble,8407,El Carmen,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Capilla Norte S/N El Carmen,-71.805483102,-36.9178479909,117457
2137,17-458,PSR-San Antonio (Yungay),8,Del Bíobío,17,Servicio de Salud Ñuble,8421,Yungay,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector San Antonio S/N Yungay,-71.81,-37.1016460009,117458
2138,17-459,PSR-Capellanía,8,Del Bíobío,17,Servicio de Salud Ñuble,8412,Portezuelo,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Capellanía S/N Portezuelo,-72.519954743,-36.4702392689,117459
2139,17-461,PSR-Toquihua,8,Del Bíobío,17,Servicio de Salud Ñuble,8416,San Carlos,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Toquihua S/N San Carlos,-72.222456341,-36.2869007779,117461
2140,17-462,PSR-Arizona,8,Del Bíobío,17,Servicio de Salud Ñuble,8416,San Carlos,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío de Arizona S/N San Carlos,-72.039035234,-36.3199313199,117462
2141,17-463,PSR-El Rincón,8,Del Bíobío,17,Servicio de Salud Ñuble,8408,Ninhue,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío El Rincón S/N Ninhue,-72.408212335,-36.3345175919,117463
2142,17-464,PSR-Zemita,8,Del Bíobío,17,Servicio de Salud Ñuble,8409,Ñiquén,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío Zemita el Peumo S/N Ñiquén,-71.740012379,-36.4004444659,117464
2143,17-465,PSR-San Ignacio Palomares,8,Del Bíobío,17,Servicio de Salud Ñuble,8415,Ránquil,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío San Ignacio Palomares S/N Ránquil,-72.602927637,-36.6261071509,117465
2144,17-467,PSR-El Caracol,8,Del Bíobío,17,Servicio de Salud Ñuble,8417,San Fabián,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector El Caracol S/N San Fabián,-71.389844926,-36.6498916829,117467
2145,17-468,PSR-Belén (Ñiquen),8,Del Bíobío,17,Servicio de Salud Ñuble,8409,Ñiquén,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Belén S/N Ñiquén,-72.038353222,-36.1869115769,117468
2146,17-469,PSR-Ciruelito,8,Del Bíobío,17,Servicio de Salud Ñuble,8411,Pinto,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Ciruelito S/N Pinto,-71.820280996,-36.7725023529,117469
2147,17-470,PSR-Trabuncura,8,Del Bíobío,17,Servicio de Salud Ñuble,8417,San Fabián,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Trabuncura S/N San Fabián,-71.620356135,-36.4053361139,117470
2148,17-471,PSR-Puente Ñuble,8,Del Bíobío,17,Servicio de Salud Ñuble,8419,San Nicolás,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Pueblo de Puente Ñuble S/N San Nicolás,-72.085216125,-36.5423639029,117471
2149,17-472,PSR-Chancal,8,Del Bíobío,17,Servicio de Salud Ñuble,8413,Quillón,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Chancal S/N Quillón,-72.554098,-36.9186280009,117472
2150,17-473,PSR-Capilla Sur,8,Del Bíobío,17,Servicio de Salud Ñuble,8407,El Carmen,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Capilla Sur S/N El Carmen,-71.7852918262,-36.9531205906,117473
2151,17-474,PSR-Agua Santa,8,Del Bíobío,17,Servicio de Salud Ñuble,8407,El Carmen,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Agua Santa S/N El Carmen,-71.774848554,-36.8961328079,117474
2152,17-475,PSR-Castañal,8,Del Bíobío,17,Servicio de Salud Ñuble,8407,El Carmen,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Castañal S/N El Carmen,-71.7986596627,-36.9782088362,117475
2153,17-476,PSR-Las Hormigas,8,Del Bíobío,17,Servicio de Salud Ñuble,8407,El Carmen,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Las Hormigas S/N El Carmen,-71.7415849388,-36.8713370791,117476
2154,17-477,PSR-Chamizal,8,Del Bíobío,17,Servicio de Salud Ñuble,8407,El Carmen,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Chamizal S/N El Carmen,-71.8496672191,-36.9886887951,117477
2155,18-401,PSR-Manco,8,Del Bíobío,18,Servicio de Salud Concepción,8104,Florida,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Manco S/N Florida,-72.742093253,-36.7585732179,118401
2156,18-403,PSR-Puerto Norte Isla Sta. María,8,Del Bíobío,18,Servicio de Salud Concepción,8102,Coronel,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Isla Sta. María sector Norte S/N Coronel,-73.5285360742,-36.9761878247,118403
2157,18-430,PSR-Talcamávida,8,Del Bíobío,18,Servicio de Salud Concepción,8105,Hualqui,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Colo Colo  S/N Hualqui,-72.912247512,-37.1618316869,118430
2158,18-431,PSR-Quilacoya,8,Del Bíobío,18,Servicio de Salud Concepción,8105,Hualqui,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,La Puntilla S/N Hualqui,-72.960145106,-37.0576640569,118431
2159,18-432,PSR-La Generala,8,Del Bíobío,18,Servicio de Salud Concepción,8109,Santa Juana,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector La Generala S/N Santa Juana,-72.965475133,-37.3839179329,118432
2160,18-433,PSR-Colico Alto,8,Del Bíobío,18,Servicio de Salud Concepción,8109,Santa Juana,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Colico Alto S/N Santa Juana,-72.873252486,-37.2761641619,118433
2161,18-434,PSR-Tanahuillín,8,Del Bíobío,18,Servicio de Salud Concepción,8109,Santa Juana,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Tanahuillín S/N Santa Juana,-72.81411321,-37.2447313439,118434
2162,18-435,PSR-Chacay (Santa Juana),8,Del Bíobío,18,Servicio de Salud Concepción,8109,Santa Juana,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Chacay S/N Santa Juana,-72.922746651,-37.3171510439,118435
2163,18-436,PSR-Torre Dorada,8,Del Bíobío,18,Servicio de Salud Concepción,8109,Santa Juana,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Torre Dorada S/N Santa Juana,-72.808825517,-37.2841627119,118436
2164,18-437,PSR-Purgatorio,8,Del Bíobío,18,Servicio de Salud Concepción,8109,Santa Juana,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Purgatorio S/N Santa Juana,-72.95624105,-37.2811374449,118437
2165,18-439,PSR-Granerillos,8,Del Bíobío,18,Servicio de Salud Concepción,8104,Florida,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío de Granerillos S/N Florida,-72.676783522,-36.7081855049,118439
2166,18-441,PSR-Cancha Los Monteros,8,Del Bíobío,18,Servicio de Salud Concepción,8104,Florida,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Cancha Los Monteros S/N Florida,-72.682665928,-36.9251919799,118441
2167,18-445,PSR-Roa,8,Del Bíobío,18,Servicio de Salud Concepción,8104,Florida,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Roa S/N Florida,-72.792276215,-36.7366319699,118445
2168,18-446,PSR-Patagual,8,Del Bíobío,18,Servicio de Salud Concepción,8102,Coronel,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Patagual S/N Coronel,-72.99884861,-37.0097985579,118446
2169,18-952,CECOF-Chaimávida,8,Del Bíobío,18,Servicio de Salud Concepción,8101,Concepción,Perteneciente,Centro Comunitario de Salud Familiar,S/C,Municipal,Primario,Pasaje,"Pasaje 1 Km 23 Ruta Concepción- Cabrero, sector Chaimávida",-72.878746046,-36.8577805069,200052
2170,19-400,PSR-Tumbes,8,Del Bíobío,19,Servicio de Salud Talcahuano,8110,Talcahuano,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Pueblo de Caleta Tumbes S/N Talcahuano,-73.0959062945,-36.6390942828,119400
2171,19-401,PSR-Rafael,8,Del Bíobío,19,Servicio de Salud Talcahuano,8111,Tome,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Pueblo de Rafael S/N Tome,-72.793663273,-36.6293916499,119401
2172,19-402,PSR-Dichato,8,Del Bíobío,19,Servicio de Salud Talcahuano,8111,Tome,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Pueblo de Dichato S/N Tome,-72.9398592319,-36.549329104,119402
2173,19-403,PSR-Menque,8,Del Bíobío,19,Servicio de Salud Talcahuano,8111,Tome,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea de Menque S/N Tome,-72.864996,-36.5547940009,119403
2174,19-404,PSR-Coliumo,8,Del Bíobío,19,Servicio de Salud Talcahuano,8111,Tome,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector de Coliumo S/N Tome,-72.958124,-36.5561380009,119404
2175,20-401,PSR-Millantú,8,Del Bíobío,20,Servicio de Salud Biobío,8301,Los Ángeles,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Pueblo de Millantú S/N Los Ángeles,-72.620555556,-37.3975000009,120401
2176,20-402,PSR-Chacayal Norte,8,Del Bíobío,20,Servicio de Salud Biobío,8301,Los Ángeles,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea de Chacayal S/N Los Ángeles,-72.125555556,-37.4300000009,120402
2177,20-403,PSR-El Durazno ( Los Ángeles),8,Del Bíobío,20,Servicio de Salud Biobío,8301,Los Ángeles,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector El Durazno S/N Los Ángeles,-72.152904509,-37.3464549799,120403
2178,20-404,PSR-Los Molinos,8,Del Bíobío,20,Servicio de Salud Biobío,8301,Los Ángeles,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Los Molinos S/N Los Ángeles,-72.202871379,-37.2535052429,120404
2179,20-405,PSR-Llano Blanco,8,Del Bíobío,20,Servicio de Salud Biobío,8301,Los Ángeles,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Llano Blanco S/N Los Ángeles,-72.177056741,-37.5646421149,120405
2180,20-406,PSR-Los Troncos,8,Del Bíobío,20,Servicio de Salud Biobío,8301,Los Ángeles,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea Los Troncos S/N Los Ángeles,-72.427794133,-37.2760194619,120406
2181,20-407,PSR-El Peral,8,Del Bíobío,20,Servicio de Salud Biobío,8301,Los Ángeles,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Aldea El Peral S/N Los Ángeles,-72.210833333,-37.4850000009,120407
2182,20-408,PSR-San Carlos,8,Del Bíobío,20,Servicio de Salud Biobío,8301,Los Ángeles,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Pueblo San Carlos de Purén S/N Los Ángeles,-72.275555556,-37.5944444449,120408
2183,20-409,PSR-Mesamávida,8,Del Bíobío,20,Servicio de Salud Biobío,8301,Los Ángeles,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Mesamávida S/N Los Ángeles,-72.492305556,-37.5470719429,120409
2184,20-410,PSR-San Gerardo,8,Del Bíobío,20,Servicio de Salud Biobío,8301,Los Ángeles,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector San Gerardo S/N Los Ángeles,-72.207222222,-37.3827777789,120410
2185,20-411,PSR-Dicahue,8,Del Bíobío,20,Servicio de Salud Biobío,8301,Los Ángeles,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Dicahue S/N Los Ángeles,-72.280691261,-37.2999504839,120411
2186,20-412,PSR-Salto del Laja,8,Del Bíobío,20,Servicio de Salud Biobío,8301,Los Ángeles,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Salto del Laja S/N Los Ángeles,-72.352335453,-37.2170971799,120412
2187,20-413,PSR-Los Robles (Los Ángeles),8,Del Bíobío,20,Servicio de Salud Biobío,8301,Los Ángeles,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Los Robles S/N Los Ángeles,-72.535526228,-37.4106333339,120413
2188,20-414,PSR-Alborada,8,Del Bíobío,20,Servicio de Salud Biobío,8301,Los Ángeles,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Alborada S/N Los Ángeles,-72.096944444,-37.3661111119,120414
2189,20-415,PSR-Los Canelos (Antuco),8,Del Bíobío,20,Servicio de Salud Biobío,8302,Antuco,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío Los Canelos S/N Antuco,-71.534991015,-37.3577525009,120415
2190,20-416,PSR-El Cisne,8,Del Bíobío,20,Servicio de Salud Biobío,8305,Mulchén,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector El Cisne S/N Mulchén,-72.114729729,-37.9117069899,120416
2191,20-417,PSR-Tierras Libres,8,Del Bíobío,20,Servicio de Salud Biobío,8305,Mulchén,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Tierras Libres S/N Mulchén,-72.429789189,-37.5765793729,120417
2192,20-418,PSR-Santa Adriana,8,Del Bíobío,20,Servicio de Salud Biobío,8305,Mulchén,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Santa Adriana S/N Mulchén,-72.0175,-37.7577777789,120418
2193,20-419,PSR-La Colonia,8,Del Bíobío,20,Servicio de Salud Biobío,8304,Laja,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío de La Colonia S/N Laja,-72.590997222,-37.2886701769,120419
2194,20-420,PSR-Santa Elena (Laja),8,Del Bíobío,20,Servicio de Salud Biobío,8304,Laja,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío de Santa Elena S/N Laja,-72.534320041,-37.3494999739,120420
2195,20-421,PSR-Puente Perales,8,Del Bíobío,20,Servicio de Salud Biobío,8304,Laja,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío de Puente Perales S/N Laja,-72.521373858,-37.2490142989,120421
2196,20-422,PSR-Dollinco (Nacimiento),8,Del Bíobío,20,Servicio de Salud Biobío,8306,Nacimiento,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Dollinco S/N Nacimiento,-72.768092652,-37.4520253329,120422
2197,20-423,PSR-Culenco,8,Del Bíobío,20,Servicio de Salud Biobío,8306,Nacimiento,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Culenco S/N Nacimiento,-72.796187915,-37.4055414529,120423
2198,20-424,PSR-Choroico (Nacimiento),8,Del Bíobío,20,Servicio de Salud Biobío,8306,Nacimiento,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Choroico S/N Nacimiento,-72.831673811,-37.5409542229,120424
2199,20-425,PSR-Coigue,8,Del Bíobío,20,Servicio de Salud Biobío,8307,Negrete,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Pueblo de Coihue S/N Negrete,-72.5975,-37.5536111119,120425
2200,20-426,PSR-Millapoa,8,Del Bíobío,20,Servicio de Salud Biobío,8306,Nacimiento,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Millapoa S/N Nacimiento,-72.676155318,-37.3707257249,120426
2201,20-427,PSR-Carrizal,8,Del Bíobío,20,Servicio de Salud Biobío,8306,Nacimiento,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Carrizal S/N Nacimiento,-72.935555556,-37.4861111119,120427
2202,20-428,PSR-San Roque,8,Del Bíobío,20,Servicio de Salud Biobío,8306,Nacimiento,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector San Roque S/N Nacimiento,-72.910961906,-37.4129400319,120428
2203,20-429,PSR-Rihue,8,Del Bíobío,20,Servicio de Salud Biobío,8307,Negrete,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío Rihue S/N Negrete,-72.5881402814,-37.6289277708,120429
2204,20-430,PSR-Rucamanqui,8,Del Bíobío,20,Servicio de Salud Biobío,8312,Tucapel,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Sector Rucamanqui S/N Tucapel,-71.903333333,-37.2052777789,120430
2205,20-431,PSR-Rucalhue,8,Del Bíobío,20,Servicio de Salud Biobío,8308,Quilaco,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío de Ricalhue S/N Quilaco,-71.906388889,-37.7116666679,120431
2206,20-432,PSR-Loncopangue,8,Del Bíobío,20,Servicio de Salud Biobío,8308,Quilaco,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío de Loncopangue S/N Quilaco,-71.755833333,-37.7797222229,120432
